Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
MARY LANNING HEALTHCARE,280032,NE,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MARY LANNING HEALTHCARE,280032,NE,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MARY LANNING HEALTHCARE,280032,NE,READM-30-COPD-HRRP,184,,0.8531,16.5139,19.3569,20,1-Jul-12,30-Jun-15
MARY LANNING HEALTHCARE,280032,NE,READM-30-HF-HRRP,208,,0.857,16.8463,19.6579,26,1-Jul-12,30-Jun-15
MARY LANNING HEALTHCARE,280032,NE,READM-30-HIP-KNEE-HRRP,402,,0.8041,4.0444,5.0296,12,1-Jul-12,30-Jun-15
MARY LANNING HEALTHCARE,280032,NE,READM-30-PN-HRRP,339,,0.9381,15.4131,16.4303,49,1-Jul-12,30-Jun-15
METHODIST HOSPITAL,280040,NE,READM-30-AMI-HRRP,222,,0.9152,13.0487,14.2572,24,1-Jul-12,30-Jun-15
METHODIST HOSPITAL,280040,NE,READM-30-CABG-HRRP,191,,0.8941,11.973,13.3916,19,1-Jul-12,30-Jun-15
METHODIST HOSPITAL,280040,NE,READM-30-COPD-HRRP,471,,0.958,19.2912,20.1378,88,1-Jul-12,30-Jun-15
METHODIST HOSPITAL,280040,NE,READM-30-HF-HRRP,440,,0.8971,18.2894,20.3881,74,1-Jul-12,30-Jun-15
METHODIST HOSPITAL,280040,NE,READM-30-HIP-KNEE-HRRP,861,,0.8223,3.8092,4.6322,29,1-Jul-12,30-Jun-15
METHODIST HOSPITAL,280040,NE,READM-30-PN-HRRP,680,,1.0939,17.9914,16.4476,127,1-Jul-12,30-Jun-15
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,280060,NE,READM-30-AMI-HRRP,261,,0.9599,15.0824,15.7122,37,1-Jul-12,30-Jun-15
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,280060,NE,READM-30-CABG-HRRP,131,,0.9676,14.6488,15.139,18,1-Jul-12,30-Jun-15
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,280060,NE,READM-30-COPD-HRRP,335,,0.9543,19.1482,20.0648,61,1-Jul-12,30-Jun-15
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,280060,NE,READM-30-HF-HRRP,383,,0.9327,19.3791,20.7773,70,1-Jul-12,30-Jun-15
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,280060,NE,READM-30-HIP-KNEE-HRRP,510,,0.8872,4.383,4.9405,20,1-Jul-12,30-Jun-15
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,280060,NE,READM-30-PN-HRRP,478,,0.9952,16.998,17.0802,81,1-Jul-12,30-Jun-15
REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-AMI-HRRP,57,,1.0517,17.5827,16.7185,13,1-Jul-12,30-Jun-15
REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-COPD-HRRP,223,,1.0151,18.3966,18.1235,42,1-Jul-12,30-Jun-15
REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-HF-HRRP,204,,0.882,17.88,20.2729,29,1-Jul-12,30-Jun-15
REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-HIP-KNEE-HRRP,311,,1.0398,4.579,4.4038,15,1-Jul-12,30-Jun-15
REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-PN-HRRP,353,,0.9286,14.3637,15.4675,47,1-Jul-12,30-Jun-15
GREAT PLAINS HEALTH,280065,NE,READM-30-AMI-HRRP,116,,0.9636,14.7573,15.3155,15,1-Jul-12,30-Jun-15
GREAT PLAINS HEALTH,280065,NE,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GREAT PLAINS HEALTH,280065,NE,READM-30-COPD-HRRP,215,,1.0506,20.7646,19.7636,48,1-Jul-12,30-Jun-15
GREAT PLAINS HEALTH,280065,NE,READM-30-HF-HRRP,249,,0.9483,20.9908,22.1358,49,1-Jul-12,30-Jun-15
GREAT PLAINS HEALTH,280065,NE,READM-30-HIP-KNEE-HRRP,Not Available,,0.889,3.9694,4.4651,Too Few to Report,1-Jul-12,30-Jun-15
GREAT PLAINS HEALTH,280065,NE,READM-30-PN-HRRP,422,,0.9188,15.0003,16.3265,59,1-Jul-12,30-Jun-15
FREMONT HEALTH MEDICAL CENTER,280077,NE,READM-30-AMI-HRRP,Not Available,,0.9443,14.3209,15.1656,Too Few to Report,1-Jul-12,30-Jun-15
FREMONT HEALTH MEDICAL CENTER,280077,NE,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
FREMONT HEALTH MEDICAL CENTER,280077,NE,READM-30-COPD-HRRP,270,,0.9361,17.1359,18.3058,42,1-Jul-12,30-Jun-15
FREMONT HEALTH MEDICAL CENTER,280077,NE,READM-30-HF-HRRP,185,,0.8779,16.5293,18.8279,23,1-Jul-12,30-Jun-15
FREMONT HEALTH MEDICAL CENTER,280077,NE,READM-30-HIP-KNEE-HRRP,Not Available,,1.0847,4.9782,4.5897,Too Few to Report,1-Jul-12,30-Jun-15
FREMONT HEALTH MEDICAL CENTER,280077,NE,READM-30-PN-HRRP,276,,0.9647,15.1507,15.7056,40,1-Jul-12,30-Jun-15
CHI HEALTH IMMANUEL,280081,NE,READM-30-AMI-HRRP,80,,0.9746,15.6081,16.0147,11,1-Jul-12,30-Jun-15
CHI HEALTH IMMANUEL,280081,NE,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CHI HEALTH IMMANUEL,280081,NE,READM-30-COPD-HRRP,226,,1.0041,18.9069,18.829,43,1-Jul-12,30-Jun-15
CHI HEALTH IMMANUEL,280081,NE,READM-30-HF-HRRP,175,,1.03,20.6893,20.0863,38,1-Jul-12,30-Jun-15
CHI HEALTH IMMANUEL,280081,NE,READM-30-HIP-KNEE-HRRP,Not Available,,0.9728,4.4861,4.6115,Too Few to Report,1-Jul-12,30-Jun-15
CHI HEALTH IMMANUEL,280081,NE,READM-30-PN-HRRP,289,,0.9892,16.1088,16.2848,46,1-Jul-12,30-Jun-15
CHI HEALTH MIDLANDS,280105,NE,READM-30-AMI-HRRP,Not Available,,1.0059,13.3464,13.2684,Too Few to Report,1-Jul-12,30-Jun-15
CHI HEALTH MIDLANDS,280105,NE,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CHI HEALTH MIDLANDS,280105,NE,READM-30-COPD-HRRP,153,,1.0167,18.8981,18.5877,30,1-Jul-12,30-Jun-15
CHI HEALTH MIDLANDS,280105,NE,READM-30-HF-HRRP,130,,0.9864,20.6404,20.9258,26,1-Jul-12,30-Jun-15
CHI HEALTH MIDLANDS,280105,NE,READM-30-HIP-KNEE-HRRP,Not Available,,1.035,3.8341,3.7045,Too Few to Report,1-Jul-12,30-Jun-15
CHI HEALTH MIDLANDS,280105,NE,READM-30-PN-HRRP,184,,1.009,16.0566,15.9133,30,1-Jul-12,30-Jun-15
COLUMBUS COMMUNITY HOSPITAL,280111,NE,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
COLUMBUS COMMUNITY HOSPITAL,280111,NE,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
COLUMBUS COMMUNITY HOSPITAL,280111,NE,READM-30-COPD-HRRP,88,,0.9969,14.9926,15.0397,13,1-Jul-12,30-Jun-15
COLUMBUS COMMUNITY HOSPITAL,280111,NE,READM-30-HF-HRRP,152,,0.9062,16.9324,18.6843,20,1-Jul-12,30-Jun-15
COLUMBUS COMMUNITY HOSPITAL,280111,NE,READM-30-HIP-KNEE-HRRP,Not Available,,0.8978,3.9833,4.4369,Too Few to Report,1-Jul-12,30-Jun-15
COLUMBUS COMMUNITY HOSPITAL,280111,NE,READM-30-PN-HRRP,171,,1.0634,14.6009,13.7306,28,1-Jul-12,30-Jun-15
FAITH REGIONAL HEALTH SERVICES,280125,NE,READM-30-AMI-HRRP,187,,0.9216,13.7085,14.8748,21,1-Jul-12,30-Jun-15
FAITH REGIONAL HEALTH SERVICES,280125,NE,READM-30-CABG-HRRP,Not Available,,0.9239,11.5203,12.4686,Too Few to Report,1-Jul-12,30-Jun-15
FAITH REGIONAL HEALTH SERVICES,280125,NE,READM-30-COPD-HRRP,135,,0.9229,16.4131,17.7845,17,1-Jul-12,30-Jun-15
FAITH REGIONAL HEALTH SERVICES,280125,NE,READM-30-HF-HRRP,235,,0.9021,18.3616,20.354,37,1-Jul-12,30-Jun-15
FAITH REGIONAL HEALTH SERVICES,280125,NE,READM-30-HIP-KNEE-HRRP,Not Available,,0.7254,3.6529,5.0361,Too Few to Report,1-Jul-12,30-Jun-15
FAITH REGIONAL HEALTH SERVICES,280125,NE,READM-30-PN-HRRP,330,,0.9888,16.5389,16.726,54,1-Jul-12,30-Jun-15
LINCOLN SURGICAL HOSPITAL,280127,NE,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
LINCOLN SURGICAL HOSPITAL,280127,NE,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
LINCOLN SURGICAL HOSPITAL,280127,NE,READM-30-COPD-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
LINCOLN SURGICAL HOSPITAL,280127,NE,READM-30-HF-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
LINCOLN SURGICAL HOSPITAL,280127,NE,READM-30-HIP-KNEE-HRRP,892,,0.7133,2.5128,3.5228,16,1-Jul-12,30-Jun-15
LINCOLN SURGICAL HOSPITAL,280127,NE,READM-30-PN-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CHI HEALTH NEBRASKA HEART,280128,NE,READM-30-AMI-HRRP,365,,0.8359,12.0618,14.429,34,1-Jul-12,30-Jun-15
CHI HEALTH NEBRASKA HEART,280128,NE,READM-30-CABG-HRRP,343,,0.8092,11.1584,13.7889,31,1-Jul-12,30-Jun-15
CHI HEALTH NEBRASKA HEART,280128,NE,READM-30-COPD-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CHI HEALTH NEBRASKA HEART,280128,NE,READM-30-HF-HRRP,426,,0.8467,17.8179,21.0429,66,1-Jul-12,30-Jun-15
CHI HEALTH NEBRASKA HEART,280128,NE,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CHI HEALTH NEBRASKA HEART,280128,NE,READM-30-PN-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
NEBRASKA ORTHOPAEDIC HOSPITAL,280129,NE,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
NEBRASKA ORTHOPAEDIC HOSPITAL,280129,NE,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
NEBRASKA ORTHOPAEDIC HOSPITAL,280129,NE,READM-30-COPD-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
NEBRASKA ORTHOPAEDIC HOSPITAL,280129,NE,READM-30-HF-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
NEBRASKA ORTHOPAEDIC HOSPITAL,280129,NE,READM-30-HIP-KNEE-HRRP,1063,,0.7361,2.8072,3.8134,24,1-Jul-12,30-Jun-15
NEBRASKA ORTHOPAEDIC HOSPITAL,280129,NE,READM-30-PN-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CHI HEALTH LAKESIDE,280130,NE,READM-30-AMI-HRRP,131,,1.0164,15.3117,15.0639,21,1-Jul-12,30-Jun-15
CHI HEALTH LAKESIDE,280130,NE,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CHI HEALTH LAKESIDE,280130,NE,READM-30-COPD-HRRP,260,,1.048,20.708,19.7603,57,1-Jul-12,30-Jun-15
CHI HEALTH LAKESIDE,280130,NE,READM-30-HF-HRRP,257,,0.9301,20.0032,21.507,47,1-Jul-12,30-Jun-15
CHI HEALTH LAKESIDE,280130,NE,READM-30-HIP-KNEE-HRRP,Not Available,,0.8861,3.7306,4.21,Too Few to Report,1-Jul-12,30-Jun-15
CHI HEALTH LAKESIDE,280130,NE,READM-30-PN-HRRP,422,,1.0362,17.1014,16.5039,74,1-Jul-12,30-Jun-15
MIDWEST SURGICAL HOSPITAL LLC,280131,NE,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MIDWEST SURGICAL HOSPITAL LLC,280131,NE,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MIDWEST SURGICAL HOSPITAL LLC,280131,NE,READM-30-COPD-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MIDWEST SURGICAL HOSPITAL LLC,280131,NE,READM-30-HF-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MIDWEST SURGICAL HOSPITAL LLC,280131,NE,READM-30-HIP-KNEE-HRRP,Not Available,,1.0847,3.642,3.3575,Too Few to Report,1-Jul-12,30-Jun-15
MIDWEST SURGICAL HOSPITAL LLC,280131,NE,READM-30-PN-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL,280132,NE,READM-30-AMI-HRRP,100,,1.0008,14.9569,14.9456,15,1-Jul-12,30-Jun-15
BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL,280132,NE,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL,280132,NE,READM-30-COPD-HRRP,143,,0.9843,19.6191,19.9322,27,1-Jul-12,30-Jun-15
BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL,280132,NE,READM-30-HF-HRRP,183,,1.056,22.2052,21.027,44,1-Jul-12,30-Jun-15
BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL,280132,NE,READM-30-HIP-KNEE-HRRP,Not Available,,1.0126,5.3615,5.2948,Too Few to Report,1-Jul-12,30-Jun-15
BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL,280132,NE,READM-30-PN-HRRP,254,,1.082,16.1479,14.9247,45,1-Jul-12,30-Jun-15
"NEBRASKA SPINE HOSPITAL, LLC",280133,NE,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
"NEBRASKA SPINE HOSPITAL, LLC",280133,NE,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
"NEBRASKA SPINE HOSPITAL, LLC",280133,NE,READM-30-COPD-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
"NEBRASKA SPINE HOSPITAL, LLC",280133,NE,READM-30-HF-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
"NEBRASKA SPINE HOSPITAL, LLC",280133,NE,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
"NEBRASKA SPINE HOSPITAL, LLC",280133,NE,READM-30-PN-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
KEARNEY REGIONAL MEDICAL CENTER,280134,NE,READM-30-AMI-HRRP,Not Available,,1.0427,13.7887,13.2246,Too Few to Report,1-Jul-12,30-Jun-15
KEARNEY REGIONAL MEDICAL CENTER,280134,NE,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
KEARNEY REGIONAL MEDICAL CENTER,280134,NE,READM-30-COPD-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
KEARNEY REGIONAL MEDICAL CENTER,280134,NE,READM-30-HF-HRRP,Not Available,,0.9699,19.3521,19.9523,Too Few to Report,1-Jul-12,30-Jun-15
KEARNEY REGIONAL MEDICAL CENTER,280134,NE,READM-30-HIP-KNEE-HRRP,Not Available,,1.1481,4.8026,4.183,Too Few to Report,1-Jul-12,30-Jun-15
KEARNEY REGIONAL MEDICAL CENTER,280134,NE,READM-30-PN-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
RENOWN REGIONAL MEDICAL CENTER,290001,NV,READM-30-AMI-HRRP,494,,0.8501,12.5883,14.8084,53,1-Jul-12,30-Jun-15
RENOWN REGIONAL MEDICAL CENTER,290001,NV,READM-30-CABG-HRRP,148,,0.9952,13.6281,13.6936,20,1-Jul-12,30-Jun-15
RENOWN REGIONAL MEDICAL CENTER,290001,NV,READM-30-COPD-HRRP,553,,0.9778,19.8055,20.2555,108,1-Jul-12,30-Jun-15
RENOWN REGIONAL MEDICAL CENTER,290001,NV,READM-30-HF-HRRP,562,,0.8885,18.5224,20.8459,97,1-Jul-12,30-Jun-15
RENOWN REGIONAL MEDICAL CENTER,290001,NV,READM-30-HIP-KNEE-HRRP,560,,1.0012,4.4602,4.455,25,1-Jul-12,30-Jun-15
RENOWN REGIONAL MEDICAL CENTER,290001,NV,READM-30-PN-HRRP,1081,,1.0812,18.8606,17.4446,208,1-Jul-12,30-Jun-15
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,READM-30-AMI-HRRP,344,,1.0832,17.8093,16.441,66,1-Jul-12,30-Jun-15
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,READM-30-CABG-HRRP,179,,1.2651,20.2089,15.9736,45,1-Jul-12,30-Jun-15
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,READM-30-COPD-HRRP,448,,1.1766,22.5269,19.146,112,1-Jul-12,30-Jun-15
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,READM-30-HF-HRRP,521,,1.0573,22.9423,21.7,123,1-Jul-12,30-Jun-15
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,READM-30-HIP-KNEE-HRRP,Not Available,,1.0783,5.165,4.7901,Too Few to Report,1-Jul-12,30-Jun-15
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,READM-30-PN-HRRP,560,,1.1799,20.5691,17.4336,124,1-Jul-12,30-Jun-15
NORTH VISTA HOSPITAL,290005,NV,READM-30-AMI-HRRP,Not Available,,1.0118,16.6163,16.4223,Too Few to Report,1-Jul-12,30-Jun-15
NORTH VISTA HOSPITAL,290005,NV,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
NORTH VISTA HOSPITAL,290005,NV,READM-30-COPD-HRRP,207,,1.0882,19.5385,17.9546,46,1-Jul-12,30-Jun-15
NORTH VISTA HOSPITAL,290005,NV,READM-30-HF-HRRP,187,,0.9936,22.6739,22.8189,42,1-Jul-12,30-Jun-15
NORTH VISTA HOSPITAL,290005,NV,READM-30-HIP-KNEE-HRRP,Not Available,,1.1796,5.6608,4.7987,Too Few to Report,1-Jul-12,30-Jun-15
NORTH VISTA HOSPITAL,290005,NV,READM-30-PN-HRRP,157,,1.0539,19.2412,18.258,33,1-Jul-12,30-Jun-15
BANNER CHURCHILL COMMUNITY HOSPITAL,290006,NV,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BANNER CHURCHILL COMMUNITY HOSPITAL,290006,NV,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BANNER CHURCHILL COMMUNITY HOSPITAL,290006,NV,READM-30-COPD-HRRP,157,,1.0281,18.5938,18.086,31,1-Jul-12,30-Jun-15
BANNER CHURCHILL COMMUNITY HOSPITAL,290006,NV,READM-30-HF-HRRP,80,,1.0099,21.7416,21.5283,18,1-Jul-12,30-Jun-15
BANNER CHURCHILL COMMUNITY HOSPITAL,290006,NV,READM-30-HIP-KNEE-HRRP,Not Available,,1.0562,5.6556,5.3548,Too Few to Report,1-Jul-12,30-Jun-15
BANNER CHURCHILL COMMUNITY HOSPITAL,290006,NV,READM-30-PN-HRRP,209,,1.0288,16.5332,16.0708,36,1-Jul-12,30-Jun-15
UNIVERSITY MEDICAL CENTER,290007,NV,READM-30-AMI-HRRP,60,,1.0367,14.9103,14.383,11,1-Jul-12,30-Jun-15
UNIVERSITY MEDICAL CENTER,290007,NV,READM-30-CABG-HRRP,Not Available,,0.9732,12.6604,13.0097,Too Few to Report,1-Jul-12,30-Jun-15
UNIVERSITY MEDICAL CENTER,290007,NV,READM-30-COPD-HRRP,128,,1.0062,17.6571,17.5488,23,1-Jul-12,30-Jun-15
UNIVERSITY MEDICAL CENTER,290007,NV,READM-30-HF-HRRP,161,,0.9572,19.6583,20.5381,29,1-Jul-12,30-Jun-15
UNIVERSITY MEDICAL CENTER,290007,NV,READM-30-HIP-KNEE-HRRP,Not Available,,1.1344,5.5861,4.9242,Too Few to Report,1-Jul-12,30-Jun-15
UNIVERSITY MEDICAL CENTER,290007,NV,READM-30-PN-HRRP,158,,1.088,17.4866,16.0729,32,1-Jul-12,30-Jun-15
NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,READM-30-AMI-HRRP,Not Available,,1.034,16.2986,15.7628,Too Few to Report,1-Jul-12,30-Jun-15
NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,READM-30-COPD-HRRP,140,,1.0184,18.4383,18.1051,27,1-Jul-12,30-Jun-15
NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,READM-30-HF-HRRP,103,,1.0057,20.0544,19.9404,21,1-Jul-12,30-Jun-15
NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,READM-30-HIP-KNEE-HRRP,Not Available,,1.0077,3.7541,3.7256,Too Few to Report,1-Jul-12,30-Jun-15
NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,READM-30-PN-HRRP,271,,1.0441,16.8984,16.1841,48,1-Jul-12,30-Jun-15
SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,READM-30-AMI-HRRP,236,,0.9662,15.2507,15.7835,34,1-Jul-12,30-Jun-15
SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,READM-30-CABG-HRRP,Not Available,,0.9627,13.938,14.4785,Too Few to Report,1-Jul-12,30-Jun-15
SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,READM-30-COPD-HRRP,251,,1.1306,22.1786,19.6175,64,1-Jul-12,30-Jun-15
SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,READM-30-HF-HRRP,377,,0.9621,20.2514,21.0482,74,1-Jul-12,30-Jun-15
SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,READM-30-HIP-KNEE-HRRP,385,,1.2269,5.1898,4.2301,24,1-Jul-12,30-Jun-15
SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,READM-30-PN-HRRP,557,,1.0471,16.9898,16.2258,97,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,290012,NV,READM-30-AMI-HRRP,51,,1.0683,17.8683,16.7263,13,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,290012,NV,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,290012,NV,READM-30-COPD-HRRP,200,,1.0552,19.23,18.2236,42,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,290012,NV,READM-30-HF-HRRP,182,,1.0839,24.1387,22.2707,49,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,290012,NV,READM-30-HIP-KNEE-HRRP,Not Available,,0.8962,4.488,5.0078,Too Few to Report,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,290012,NV,READM-30-PN-HRRP,271,,0.959,17.043,17.7719,44,1-Jul-12,30-Jun-15
CARSON TAHOE REGIONAL MEDICAL CENTER,290019,NV,READM-30-AMI-HRRP,411,,0.8816,13.1854,14.9564,47,1-Jul-12,30-Jun-15
CARSON TAHOE REGIONAL MEDICAL CENTER,290019,NV,READM-30-CABG-HRRP,66,,1.0635,13.4401,12.6374,11,1-Jul-12,30-Jun-15
CARSON TAHOE REGIONAL MEDICAL CENTER,290019,NV,READM-30-COPD-HRRP,472,,0.979,17.026,17.3907,79,1-Jul-12,30-Jun-15
CARSON TAHOE REGIONAL MEDICAL CENTER,290019,NV,READM-30-HF-HRRP,498,,0.963,20.3401,21.1212,99,1-Jul-12,30-Jun-15
CARSON TAHOE REGIONAL MEDICAL CENTER,290019,NV,READM-30-HIP-KNEE-HRRP,379,,1.0618,5.2299,4.9256,21,1-Jul-12,30-Jun-15
CARSON TAHOE REGIONAL MEDICAL CENTER,290019,NV,READM-30-PN-HRRP,900,,0.8314,13.6991,16.4766,114,1-Jul-12,30-Jun-15
VALLEY HOSPITAL MEDICAL CENTER,290021,NV,READM-30-AMI-HRRP,172,,1.051,18.0212,17.1472,34,1-Jul-12,30-Jun-15
VALLEY HOSPITAL MEDICAL CENTER,290021,NV,READM-30-CABG-HRRP,Not Available,,1.0562,15.3354,14.5198,Too Few to Report,1-Jul-12,30-Jun-15
VALLEY HOSPITAL MEDICAL CENTER,290021,NV,READM-30-COPD-HRRP,262,,1.0868,22.2568,20.4786,64,1-Jul-12,30-Jun-15
VALLEY HOSPITAL MEDICAL CENTER,290021,NV,READM-30-HF-HRRP,260,,1.1315,26.1651,23.1233,76,1-Jul-12,30-Jun-15
VALLEY HOSPITAL MEDICAL CENTER,290021,NV,READM-30-HIP-KNEE-HRRP,Not Available,,0.9493,4.5007,4.7411,Too Few to Report,1-Jul-12,30-Jun-15
VALLEY HOSPITAL MEDICAL CENTER,290021,NV,READM-30-PN-HRRP,283,,1.0148,18.8043,18.5297,54,1-Jul-12,30-Jun-15
DESERT SPRINGS HOSPITAL,290022,NV,READM-30-AMI-HRRP,229,,1.103,17.1511,15.5493,45,1-Jul-12,30-Jun-15
